Время,Температура,Мощность,Траффик,Нагрузка,Объект
2018-08-30 14:59:00,282.58,4586,4565,45.6193,Главный
2018-08-30 15:00:00,280.94666666666666,4865,4610,44.89484,Главный
2018-08-30 15:00:00,267.4033333333333,975,4999,46.87627,Вспомогательный
2018-08-30 15:01:00,281.49583333333334,4719,4640,43.95192,Главный
2018-08-30 15:01:00,265.3958333333333,2986,5083,46.5232,Вспомогательный
2018-08-30 15:02:00,271.70000000000005,4789,4640,43.95192,Главный
2018-08-30 15:02:00,257.2545833333333,5943,5069,46.22564000000001,Вспомогательный
2018-08-30 15:03:00,253.66999999999996,6871,5001,45.78098,Вспомогательный
2018-08-30 15:03:00,282.605,5681,4721,42.764,Главный
2018-08-30 15:04:00,248.67666666666665,6614,4981,45.8294,Вспомогательный
2018-08-30 15:04:00,282.37083333333334,6566,4721,42.764,Главный
2018-08-30 15:05:00,252.3208333333333,5378,4935,45.69264,Вспомогательный
2018-08-30 15:05:00,283.85083333333336,6081,4778,42.00866,Главный
2018-08-30 15:06:00,280.6891666666667,4404,4754,42.12225,Главный
2018-08-30 15:06:00,249.4020833333333,4751,4832,46.35453,Вспомогательный
2018-08-30 15:07:00,253.85208333333333,4824,4904,47.23789,Вспомогательный
2018-08-30 15:07:00,284.9808333333333,3219,4875,42.36072,Главный
2018-08-30 15:08:00,250.72833333333335,5013,4900,48.02605,Вспомогательный
2018-08-30 15:08:00,278.34333333333336,3053,4913,41.49279,Главный
2018-08-30 15:09:00,258.93375,5017,4987,49.32094,Вспомогательный
2018-08-30 15:09:00,287.58583333333337,3060,4906,41.792,Главный
2018-08-30 15:10:00,286.41416666666663,2203,4826,41.9299,Главный
2018-08-30 15:10:00,261.6275,5437,5044,50.25907,Вспомогательный
2018-08-30 15:11:00,288.8883333333334,1311,4739,41.04428,Главный
2018-08-30 15:11:00,266.65875,5835,5095,50.70991,Вспомогательный
2018-08-30 15:12:00,267.48791666666665,7022,4985,50.47656,Вспомогательный
2018-08-30 15:12:00,284.6308333333333,661,4696,41.18399,Главный
2018-08-30 15:13:00,285.1816666666667,401,4478,41.19725,Главный
2018-08-30 15:13:00,267.2,6459,5076,49.50715,Вспомогательный
2018-08-30 15:14:00,280.0225,321,4356,41.38649,Главный
2018-08-30 15:14:00,266.1091666666667,4663,4987,48.95015,Вспомогательный
2018-08-30 15:15:00,281.4508333333333,384,4257,41.41041,Главный
2018-08-30 15:15:00,265.9475,3393,5070,48.19352,Вспомогательный
2018-08-30 15:16:00,265.29541666666665,3034,5006,47.87907,Вспомогательный
2018-08-30 15:16:00,281.0733333333333,948,4200,41.12653,Главный
2018-08-30 15:17:00,281.99666666666667,3193,4143,41.05528,Главный
2018-08-30 15:17:00,267.27708333333334,2604,5080,47.84395,Вспомогательный
2018-08-30 15:18:00,277.13708333333335,5179,4093,40.76865,Главный
2018-08-30 15:18:00,269.6808333333334,1726,4963,48.33303,Вспомогательный
2018-08-30 15:19:00,281.9166666666667,6295,4164,40.8143,Главный
2018-08-30 15:19:00,271.8595833333333,1085,4939,48.22786,Вспомогательный
2018-08-30 15:20:00,281.0420833333333,5930,4238,40.53381,Главный
2018-08-30 15:20:00,270.9033333333333,561,4881,47.74267,Вспомогательный
2018-08-30 15:21:00,271.5441666666666,351,4926,47.87691,Вспомогательный
2018-08-30 15:21:00,289.71666666666664,5025,4421,40.67822,Главный
2018-08-30 15:22:00,269.16541666666666,275,4904,48.37905,Вспомогательный
2018-08-30 15:22:00,283.4483333333333,4829,4476,40.58282,Главный
2018-08-30 15:23:00,287.30833333333334,5052,4437,40.61713,Главный
2018-08-30 15:23:00,269.5895833333333,361,4824,48.32417,Вспомогательный
2018-08-30 15:24:00,263.8691666666667,909,4824,48.32417,Вспомогательный
2018-08-30 15:24:00,285.8541666666667,4974,4405,40.74759,Главный
2018-08-30 15:25:00,288.8491666666667,4779,4370,41.63546,Главный
2018-08-30 15:25:00,275.92708333333337,2885,4847,47.97142,Вспомогательный
2018-08-30 15:26:00,286.2320833333333,4974,4344,41.14647,Главный
2018-08-30 15:26:00,274.92833333333334,5715,4791,47.28975,Вспомогательный
2018-08-30 15:27:00,284.73750000000007,5817,4269,41.72087,Главный
2018-08-30 15:27:00,269.26,6461,4838,46.92475,Вспомогательный
2018-08-30 15:28:00,277.9866666666666,6522,4328,42.33031,Главный
2018-08-30 15:28:00,266.78000000000003,6046,4773,47.24205,Вспомогательный
2018-08-30 15:29:00,273.1091666666667,5842,4831,46.61419,Вспомогательный
2018-08-30 15:29:00,275.9933333333333,5935,4326,42.93822,Главный
2018-08-30 15:30:00,274.7416666666667,4568,4269,42.44884,Главный
2018-08-30 15:30:00,273.1141666666666,4882,4841,46.47399,Вспомогательный
2018-08-30 15:31:00,276.2545833333333,5035,4885,46.59053,Вспомогательный
2018-08-30 15:31:00,275.84083333333336,3412,4267,42.21317,Главный
2018-08-30 15:32:00,273.54166666666663,5027,4812,46.47916,Вспомогательный
2018-08-30 15:32:00,273.055,3033,4236,42.61932,Главный
2018-08-30 15:33:00,274.9604166666666,5110,4832,46.70842,Вспомогательный
2018-08-30 15:33:00,276.3341666666667,2687,4179,42.63028,Главный
2018-08-30 15:34:00,269.30625000000003,5444,4854,46.76531,Вспомогательный
2018-08-30 15:34:00,272.4841666666667,1960,4117,43.43853,Главный
2018-08-30 15:35:00,272.02958333333333,6188,4904,46.47934,Вспомогательный
2018-08-30 15:35:00,278.02500000000003,1294,4102,44.85943,Главный
2018-08-30 15:36:00,274.205,699,4045,44.9561,Главный
2018-08-30 15:36:00,270.97375000000005,6851,4952,46.39766,Вспомогательный
2018-08-30 15:37:00,271.0416666666667,6368,4998,46.41027,Вспомогательный
2018-08-30 15:37:00,278.55749999999995,408,4068,44.82311,Главный
2018-08-30 15:38:00,273.07666666666665,296,4035,45.49222,Главный
2018-08-30 15:38:00,266.66083333333336,4978,4997,46.44308,Вспомогательный
2018-08-30 15:39:00,278.7341666666667,364,4172,46.47448,Главный
2018-08-30 15:39:00,264.6595833333334,3676,4998,46.94301,Вспомогательный
2018-08-30 15:40:00,261.96125,3471,5006,46.6302,Вспомогательный
2018-08-30 15:40:00,270.57666666666665,940,4126,47.37219,Главный
2018-08-30 15:41:00,280.5683333333334,3070,4073,47.88428,Главный
2018-08-30 15:41:00,266.71458333333334,3451,5074,46.16044,Вспомогательный
2018-08-30 15:42:00,278.03416666666664,5702,3912,48.92042,Главный
2018-08-30 15:42:00,258.7029166666667,2148,5074,46.16044,Вспомогательный
2018-08-30 15:43:00,276.84499999999997,6456,3885,49.86041,Главный
2018-08-30 15:43:00,269.6275,1273,5099,46.19011,Вспомогательный
2018-08-30 15:44:00,270.90416666666664,5583,4002,50.50064,Главный
2018-08-30 15:44:00,270.04749999999996,712,5118,46.3433,Вспомогательный
2018-08-30 15:45:00,274.40833333333336,417,5167,46.28051,Вспомогательный
2018-08-30 15:45:00,275.84499999999997,4958,3860,50.33693,Главный
2018-08-30 15:46:00,275.5108333333333,4610,4015,50.30687,Главный
2018-08-30 15:46:00,275.05333333333334,322,5148,46.59797,Вспомогательный
2018-08-30 15:47:00,271.9041666666667,393,5219,46.96234000000001,Вспомогательный
2018-08-30 15:47:00,277.46666666666664,4848,4180,49.63416,Главный
2018-08-30 15:48:00,274.3725,4891,4385,47.9486,Главный
2018-08-30 15:48:00,262.9225,830,5221,47.10247,Вспомогательный
2018-08-30 15:49:00,279.7645833333333,5188,4433,47.03183,Главный
2018-08-30 15:49:00,263.5733333333333,2691,5271,47.0518,Вспомогательный
2018-08-30 15:50:00,275.22291666666666,5139,4583,47.80756,Главный
2018-08-30 15:50:00,260.02250000000004,5492,5502,47.84288,Вспомогательный
2018-08-30 15:51:00,278.4583333333333,5743,4744,47.84663,Главный
2018-08-30 15:51:00,262.34250000000003,6626,5503,48.20295,Вспомогательный
2018-08-30 15:52:00,257.39625000000007,6126,5549,48.54623,Вспомогательный
2018-08-30 15:52:00,277.64166666666665,6612,4871,47.91928,Главный
2018-08-30 15:53:00,277.84499999999997,5795,4912,47.64083,Главный
2018-08-30 15:53:00,260.8741666666667,5141,5537,48.6626,Вспомогательный
2018-08-30 15:54:00,276.89916666666664,3890,5008,47.28511,Главный
2018-08-30 15:54:00,256.29625,4670,5408,48.48705,Вспомогательный
2018-08-30 15:55:00,264.03375,5200,5429,48.25713,Вспомогательный
2018-08-30 15:55:00,278.6325,3237,4942,46.8989,Главный
2018-08-30 15:56:00,276.53916666666663,2727,4825,46.32178,Главный
2018-08-30 15:56:00,261.42458333333326,5433,5362,48.5369,Вспомогательный
2018-08-30 15:57:00,258.5458333333334,5370,5276,47.97197,Вспомогательный
2018-08-30 15:57:00,280.9166666666667,2497,4628,45.50063,Главный
2018-08-30 15:58:00,252.5341666666667,5803,5156,47.83577,Вспомогательный
2018-08-30 15:58:00,276.7166666666667,1870,4542,44.68097,Главный
2018-08-30 15:59:00,281.7816666666667,1320,4567,45.02666,Главный
2018-08-30 15:59:00,259.675,6383,5105,48.00028,Вспомогательный
2018-08-30 16:00:00,261.82,6900,5004,47.70489,Вспомогательный
2018-08-30 16:00:00,280.2966666666666,705,4586,46.7762,Главный
2018-08-30 16:01:00,265.65375,6268,5015,48.03798,Вспомогательный
2018-08-30 16:01:00,288.77500000000003,439,4739,47.03276,Главный
2018-08-30 16:02:00,279.23083333333335,350,4705,47.69433,Главный
2018-08-30 16:02:00,266.54749999999996,4959,4940,48.39688,Вспомогательный
2018-08-30 16:03:00,272.4937499999999,4091,4908,48.09624,Вспомогательный
2018-08-30 16:03:00,270.0283333333333,373,4817,46.08608,Главный
2018-08-30 16:04:00,266.80916666666667,888,4817,46.08608,Главный
2018-08-30 16:04:00,272.5225,3552,4811,47.09016,Вспомогательный
2018-08-30 16:05:00,268.54,2917,4851,46.47843,Главный
2018-08-30 16:05:00,270.7333333333333,3538,4726,46.83944,Вспомогательный
2018-08-30 16:06:00,263.07250000000005,2842,4758,47.24448,Вспомогательный
2018-08-30 16:06:00,266.9091666666667,5268,4833,45.86477,Главный
2018-08-30 16:07:00,270.57125,1977,4899,47.3165,Вспомогательный
2018-08-30 16:07:00,276.7175,5994,4871,45.1209,Главный
2018-08-30 16:08:00,271.14000000000004,1291,4814,47.89122,Вспомогательный
2018-08-30 16:08:00,275.8433333333333,5288,4969,44.17755,Главный
2018-08-30 16:09:00,276.6583333333333,732,4798,47.69889000000001,Вспомогательный
2018-08-30 16:09:00,280.48041666666666,4543,4931,44.05095,Главный
2018-08-30 16:10:00,277.17500000000007,4392,4861,44.67316,Главный
2018-08-30 16:10:00,276.44041666666664,526,4811,47.10589,Вспомогательный
2018-08-30 16:11:00,278.3720833333333,386,4739,47.36221,Вспомогательный
2018-08-30 16:11:00,278.83333333333326,4740,4743,45.61903,Главный
2018-08-30 16:12:00,276.66375,369,4839,47.19691,Вспомогательный
2018-08-30 16:12:00,270.7966666666667,5123,4691,44.95168,Главный
2018-08-30 16:13:00,275.66375,683,4901,47.67376,Вспомогательный
2018-08-30 16:13:00,276.50124999999997,5059,4605,45.36837,Главный
2018-08-30 16:14:00,270.6629166666667,1418,4975,47.74982,Вспомогательный
2018-08-30 16:14:00,277.29749999999996,5363,4547,45.6683,Главный
2018-08-30 16:15:00,273.62083333333334,2307,4918,47.79203,Вспомогательный
2018-08-30 16:15:00,284.675,5914,4465,45.64615,Главный
2018-08-30 16:16:00,271.5183333333333,3392,4884,47.74724000000001,Вспомогательный
2018-08-30 16:16:00,281.8225,6153,4483,45.32768,Главный
2018-08-30 16:17:00,284.8516666666667,5257,4616,44.55367,Главный
2018-08-30 16:17:00,273.63708333333335,4153,4960,47.80572,Вспомогательный
2018-08-30 16:18:00,273.97999999999996,4464,5122,47.92251,Вспомогательный
2018-08-30 16:18:00,282.70666666666665,4664,4931,44.03652,Главный
2018-08-30 16:19:00,275.65208333333334,4985,5122,47.92251,Вспомогательный
2018-08-30 16:19:00,282.94000000000005,3664,5087,44.19446,Главный
2018-08-30 16:20:00,275.3958333333333,3260,5252,44.53707,Главный
2018-08-30 16:20:00,273.915,5263,5426,47.60307,Вспомогательный
2018-08-30 16:21:00,280.15083333333337,3064,5090,44.37781,Главный
2018-08-30 16:21:00,274.7729166666666,5307,5389,47.63129,Вспомогательный
2018-08-30 16:22:00,280.29749999999996,2835,4944,43.92778,Главный
2018-08-30 16:22:00,270.9841666666667,5296,5424,47.55236,Вспомогательный
2018-08-30 16:23:00,286.99916666666667,1971,4917,44.79432,Главный
2018-08-30 16:23:00,272.45208333333335,5340,5578,48.02745,Вспомогательный
2018-08-30 16:24:00,284.92499999999995,1233,4842,44.90007,Главный
2018-08-30 16:24:00,270.0670833333333,5027,5578,48.02745,Вспомогательный
2018-08-30 16:25:00,274.9941666666667,696,4772,45.03417,Главный
2018-08-30 16:25:00,276.41333333333336,5007,5515,48.84735,Вспомогательный
2018-08-30 16:26:00,266.61583333333334,646,4783,45.06316,Главный
2018-08-30 16:26:00,275.8491666666667,4541,5515,48.92324,Вспомогательный
2018-08-30 16:27:00,267.29116666666664,437,4741,45.42735,Главный
2018-08-30 16:27:00,283.9370833333334,3892,5487,49.65623,Вспомогательный
2018-08-30 16:28:00,262.01300000000003,444,4693,45.93357,Главный
2018-08-30 16:28:00,275.45250000000004,3346,5386,51.08844000000001,Вспомогательный
2018-08-30 16:29:00,269.9866666666667,858,4563,46.10645,Главный
2018-08-30 16:29:00,273.6070833333334,3199,5224,51.89324000000001,Вспомогательный
2018-08-30 16:30:00,271.19749999999993,1422,4535,46.90052,Главный
2018-08-30 16:30:00,271.2183333333333,3814,5137,51.97099,Вспомогательный
2018-08-30 16:31:00,270.86458333333337,1991,4535,46.90052,Главный
2018-08-30 16:31:00,267.6891666666667,2760,5137,53.41408000000001,Вспомогательный
2018-08-30 16:32:00,262.8183333333333,2714,4535,46.52029,Главный
2018-08-30 16:32:00,264.4516666666667,1447,5175,52.74633000000001,Вспомогательный
2018-08-30 16:33:00,264.58666666666664,3471,4588,46.83812,Главный
2018-08-30 16:33:00,267.3695833333333,945,5192,51.9123,Вспомогательный
2018-08-30 16:34:00,265.8216666666666,3718,4574,46.89052,Главный
2018-08-30 16:34:00,265.02750000000003,671,5328,51.99800000000001,Вспомогательный
2018-08-30 16:35:00,272.38916666666665,4213,4651,46.44685,Главный
2018-08-30 16:35:00,271.4241666666667,465,5384,52.01517,Вспомогательный
2018-08-30 16:36:00,269.8933333333333,4524,4574,46.541,Главный
2018-08-30 16:36:00,270.51416666666677,368,5519,51.22893,Вспомогательный
2018-08-30 16:37:00,273.3554166666667,4218,4570,45.89318,Главный
2018-08-30 16:37:00,273.13208333333336,563,5536,51.15792,Вспомогательный
2018-08-30 16:38:00,271.0700000000001,4242,4509,45.879,Главный
2018-08-30 16:38:00,272.20250000000004,904,5532,51.58545,Вспомогательный
2018-08-30 16:39:00,274.10625,4306,4492,44.80005,Главный
2018-08-30 16:39:00,273.8816666666666,1289,5354,51.19301,Вспомогательный
2018-08-30 16:40:00,272.4925,4317,4551,44.46033,Главный
2018-08-30 16:40:00,273.4170833333333,2200,5264,50.8965,Вспомогательный
2018-08-30 16:41:00,274.3025,4354,4641,45.6006,Главный
2018-08-30 16:41:00,274.32250000000005,3219,5184,50.05956,Вспомогательный
2018-08-30 16:42:00,275.0033333333334,4088,5371,49.97208,Вспомогательный
2018-08-30 16:42:00,275.8841666666667,4109,4670,46.42253,Главный
2018-08-30 16:43:00,283.39833333333337,4541,5366,49.72461,Вспомогательный
2018-08-30 16:43:00,278.6716666666667,3446,4682,46.13793,Главный
2018-08-30 16:44:00,280.20625,4781,5491,49.44039,Вспомогательный
2018-08-30 16:44:00,272.4558333333334,3192,4652,45.64194000000001,Главный
2018-08-30 16:45:00,288.59708333333333,4761,5407,49.36049000000001,Вспомогательный
2018-08-30 16:45:00,276.1558333333333,3272,4650,45.58305,Главный
2018-08-30 16:46:00,286.65125,4753,5325,49.25383,Вспомогательный
2018-08-30 16:46:00,281.4483333333333,3074,4711,45.94835,Главный
2018-08-30 16:47:00,286.64708333333334,4866,5147,49.2433,Вспомогательный
2018-08-30 16:47:00,281.7608333333333,2275,4715,45.28758,Главный
2018-08-30 16:48:00,276.14666666666665,4713,5106,49.04234,Вспомогательный
2018-08-30 16:48:00,274.02416666666664,1350,4816,44.52276,Главный
2018-08-30 16:49:00,270.005,826,4847,44.65781,Главный
2018-08-30 16:49:00,276.9504166666667,4303,4930,48.97401,Вспомогательный
2018-08-30 16:50:00,274.53208333333333,3787,4894,48.15731,Вспомогательный
2018-08-30 16:50:00,266.5075,699,4842,44.5956,Главный
2018-08-30 16:51:00,275.31249999999994,435,4807,44.50434,Главный
2018-08-30 16:51:00,277.16375,3228,4790,47.76839,Вспомогательный
2018-08-30 16:52:00,273.40708333333333,3139,4798,47.53356,Вспомогательный
2018-08-30 16:52:00,279.2575,366,4823,45.79731,Главный
2018-08-30 16:53:00,275.6033333333333,508,4830,46.35948,Главный
2018-08-30 16:53:00,288.05458333333337,2412,4723,47.73036,Вспомогательный
2018-08-30 16:54:00,269.13166666666666,933,4707,47.14636,Главный
2018-08-30 16:54:00,284.22541666666666,1906,4694,47.19094000000001,Вспомогательный
2018-08-30 16:55:00,271.4179166666666,1195,4707,47.76757,Главный
2018-08-30 16:55:00,289.3258333333334,1356,4730,46.6132,Вспомогательный
2018-08-30 16:56:00,269.88708333333335,1814,4748,47.65478,Главный
2018-08-30 16:56:00,282.42583333333334,614,4830,45.70174,Вспомогательный
2018-08-30 16:57:00,284.63458333333335,349,4773,45.53371,Вспомогательный
2018-08-30 16:57:00,272.3191666666666,2911,4733,47.09742,Главный
2018-08-30 16:58:00,282.6525,259,4758,45.75993,Вспомогательный
2018-08-30 16:58:00,272.27166666666665,3310,4732,46.3708,Главный
2018-08-30 16:59:00,270.8925,3655,4656,46.33243,Главный
2018-08-30 16:59:00,285.72499999999997,373,4853,45.45171,Вспомогательный
2018-08-30 17:00:00,262.1383333333333,4245,4766,46.4029,Главный
2018-08-30 17:00:00,284.76208333333335,900,4922,45.42125,Вспомогательный
2018-08-30 17:01:00,258.8225,4233,4851,45.32563,Главный
2018-08-30 17:01:00,283.50083333333333,2864,4762,45.94624,Вспомогательный
2018-08-30 17:02:00,260.43916666666667,4129,4877,43.95584,Главный
2018-08-30 17:02:00,278.88916666666665,5769,4681,45.76487,Вспомогательный
2018-08-30 17:03:00,263.7354166666667,4063,5102,45.52703,Главный
2018-08-30 17:03:00,279.67541666666665,6574,4591,46.18126,Вспомогательный
2018-08-30 17:04:00,276.0558333333334,5970,4616,46.23709,Вспомогательный
2018-08-30 17:04:00,265.11500000000007,4438,5102,45.52703,Главный
2018-08-30 17:05:00,275.6875,4321,5220,46.29527,Главный
2018-08-30 17:05:00,276.0420833333333,5325,4763,45.55832,Вспомогательный
2018-08-30 17:06:00,272.7683333333333,3836,5247,46.67439,Главный
2018-08-30 17:06:00,273.2008333333333,4547,5036,45.7247,Вспомогательный
2018-08-30 17:07:00,274.0441666666667,4577,5287,45.70185,Вспомогательный
2018-08-30 17:07:00,270.59416666666664,3535,5156,47.5941,Главный
2018-08-30 17:08:00,271.10291666666666,4739,5439,45.06653,Вспомогательный
2018-08-30 17:08:00,265.8483333333333,3015,5060,48.10425,Главный
2018-08-30 17:09:00,275.57708333333335,4803,5454,44.61169,Вспомогательный
2018-08-30 17:09:00,273.98833333333334,2671,5000,48.07323,Главный
2018-08-30 17:10:00,271.7583333333334,5243,5372,45.22633,Вспомогательный
2018-08-30 17:10:00,275.4491666666667,2009,4916,47.29145,Главный
2018-08-30 17:11:00,276.77375,5852,5163,46.13614000000001,Вспомогательный
2018-08-30 17:11:00,274.7225,1244,4848,47.30233,Главный
2018-08-30 17:12:00,271.97833333333335,6883,5166,46.25274,Вспомогательный
2018-08-30 17:12:00,272.20750000000004,721,4744,46.92827,Главный
2018-08-30 17:13:00,281.38958333333335,6188,5295,46.75016,Вспомогательный
2018-08-30 17:13:00,266.71750000000003,458,4744,46.39137,Главный
2018-08-30 17:14:00,266.94083333333333,297,4668,46.02653,Главный
2018-08-30 17:14:00,277.88916666666665,4660,5316,48.16953,Вспомогательный
2018-08-30 17:15:00,268.21666666666675,368,4621,46.44933,Главный
2018-08-30 17:15:00,280.8833333333333,3243,5385,48.8489,Вспомогательный
2018-08-30 17:16:00,268.215,935,4543,46.64215,Главный
2018-08-30 17:16:00,274.04625,2759,5722,49.10608,Вспомогательный
2018-08-30 17:17:00,273.68625000000003,2183,5947,49.54595,Вспомогательный
2018-08-30 17:17:00,269.35083333333336,3048,4627,46.06295,Главный
2018-08-30 17:18:00,272.35041666666666,1537,5903,50.0479,Вспомогательный
2018-08-30 17:18:00,270.73583333333335,5593,4657,45.85268,Главный
2018-08-30 17:19:00,277.34375,963,5849,50.41877,Вспомогательный
2018-08-30 17:19:00,271.2129166666666,5793,4674,45.98592,Главный
2018-08-30 17:20:00,272.3270833333333,530,5724,50.79118,Вспомогательный
2018-08-30 17:20:00,267.93833333333333,5647,4660,45.40717,Главный
2018-08-30 17:21:00,266.3283333333333,4603,4702,44.96341,Главный
2018-08-30 17:21:00,280.14208333333335,330,5669,50.95925,Вспомогательный
2018-08-30 17:22:00,260.42749999999995,4346,4702,44.96341,Главный
2018-08-30 17:22:00,278.3929166666667,248,5572,50.3766,Вспомогательный
2018-08-30 17:23:00,279.8945833333333,346,5333,49.99557,Вспомогательный
2018-08-30 17:23:00,262.8691666666667,4504,4757,44.1782,Главный
2018-08-30 17:24:00,261.65375,4588,4818,43.80527,Главный
2018-08-30 17:24:00,276.3975,911,5333,49.99557,Вспомогательный
2018-08-30 17:25:00,267.1675,4558,4818,43.42455,Главный
2018-08-30 17:25:00,276.77625000000006,2936,5249,49.7112,Вспомогательный
2018-08-30 17:26:00,262.1041666666667,4794,4873,43.38461,Главный
2018-08-30 17:26:00,273.3554166666667,5886,5291,50.05703,Вспомогательный
2018-08-30 17:27:00,283.88624999999996,6535,5263,49.85447,Вспомогательный
2018-08-30 17:27:00,264.3575,5558,4686,43.23608,Главный
2018-08-30 17:28:00,263.90333333333325,6269,4524,43.52543,Главный
2018-08-30 17:28:00,279.4233333333333,5905,5187,50.17457,Вспомогательный
2018-08-30 17:29:00,261.29083333333335,5708,4488,43.75373,Главный
2018-08-30 17:29:00,288.36875000000003,5509,5134,50.06345,Вспомогательный
2018-08-30 17:30:00,255.5916666666667,4203,4552,43.4359,Главный
2018-08-30 17:30:00,280.38375,4540,5045,50.43181,Вспомогательный
2018-08-30 17:31:00,280.6404166666667,4957,5171,50.07413,Вспомогательный
2018-08-30 17:31:00,258.26250000000005,3277,4535,43.96989,Главный
2018-08-30 17:32:00,257.82083333333327,2900,4482,43.50325,Главный
2018-08-30 17:32:00,278.67958333333337,4881,5207,49.60883,Вспомогательный
2018-08-30 17:33:00,262.24500000000006,2424,4609,43.46364000000001,Главный
2018-08-30 17:33:00,280.6920833333333,4960,5161,48.42948,Вспомогательный
2018-08-30 17:34:00,259.91583333333335,1965,4682,44.05807,Главный
2018-08-30 17:34:00,275.3308333333333,5353,5250,47.90329000000001,Вспомогательный
2018-08-30 17:35:00,265.8279166666667,1096,4716,43.57478,Главный
2018-08-30 17:35:00,275.58041666666674,6010,5266,47.68626,Вспомогательный
2018-08-30 17:36:00,265.5675,595,4826,43.1228,Главный
2018-08-30 17:36:00,272.5783333333333,7149,5212,47.36781,Вспомогательный
2018-08-30 17:37:00,265.8391666666667,407,4869,43.22466,Главный
2018-08-30 17:37:00,273.47541666666666,6253,5073,46.60525,Вспомогательный
2018-08-30 17:38:00,263.56833333333327,274,5073,42.4879,Главный
2018-08-30 17:38:00,275.2283333333333,4513,4951,47.00233,Вспомогательный
2018-08-30 17:39:00,261.0925,356,5189,42.7201,Главный
2018-08-30 17:39:00,282.69124999999997,3325,4892,47.76588,Вспомогательный
2018-08-30 17:40:00,257.47375,930,5259,42.87151,Главный
2018-08-30 17:40:00,271.9945833333333,3115,4880,46.86774000000001,Вспомогательный
2018-08-30 17:41:00,265.6691666666666,3171,5362,43.03493,Главный
2018-08-30 17:41:00,275.19708333333335,2497,4979,46.81244,Вспомогательный
2018-08-30 17:42:00,262.05583333333334,5870,5335,43.73974000000001,Главный
2018-08-30 17:42:00,272.76416666666665,1589,4999,47.44628,Вспомогательный
2018-08-30 17:43:00,275.11749999999995,988,5064,47.82493,Вспомогательный
2018-08-30 17:43:00,258.6408333333333,6417,5235,44.8191,Главный
2018-08-30 17:44:00,275.4075,532,5122,47.38126,Вспомогательный
2018-08-30 17:44:00,252.96666666666667,5455,5141,45.56394,Главный
2018-08-30 17:45:00,276.49541666666664,310,5036,47.66421,Вспомогательный
2018-08-30 17:45:00,263.06666666666666,5030,5057,45.90882,Главный
2018-08-30 17:46:00,274.3958333333333,237,4994,46.8057,Вспомогательный
